,lemma,count,pos
1014,eagle,12,n
1015,beach,12,n
1016,babe,12,n
1017,size,12,n
1018,refuse,12,n
1019,future,12,n
1020,thunder,12,n
1021,sweetheart,12,n
1022,broom,12,n
1023,welcome,12,n
1024,wide,12,a
1025,veldt,12,n
1026,merry,12,n
1027,rejoice,12,n
1028,quoth_jack,12,n
1029,devil,12,n
1030,figure,12,n
1031,golden_shoe,12,n
1032,sharp,12,a
1033,girl-daughter,12,n
1034,club,11,n
1035,thumb,11,n
1036,cornwall,11,n
1037,lake,11,n
1038,dash,11,n
1039,spriggans,11,n
1040,distance,11,n
1041,william,11,n
1042,field-mouse,11,n
1043,bare,11,n
1044,gain,11,n
1045,burn,11,n
1046,brownie,11,n
1047,real,11,a
1048,teach,11,n
1049,drink_water,11,n
1050,sheath,11,n
1051,robber,11,n
1052,swam,11,n
1053,soldier,11,n
1054,politely,11,r
1055,chest,11,n
1056,sâbia,11,n
1057,canoe,11,n
1058,repeat,11,n
1059,silk,11,n
1060,wand,11,n
1061,bath,11,n
1062,taught,11,n
1063,strike,11,n
1064,sought,11,n
1065,gruel,11,n
1066,grant,11,n
1067,small_small,11,n
1068,devour,11,n
1069,factor,11,n
1070,empty,11,a
1071,blind,11,n
1072,trot,11,n
1073,queer,11,n
1074,nearer,11,n
1075,pillar,11,n
1076,mallet,11,n
1077,delighted,11,a
1078,ladder,11,n
1079,allow,11,v
1080,least,11,a
1081,baviaan,11,n
1082,comfort,11,n
1083,shark,11,n
1084,nqong,11,r
1085,miserable,11,a
1086,stile,11,n
1087,crab,11,n
1088,rare,11,n
1089,crown,11,n
1090,snake,11,n
1091,kettle,11,n
1092,vessel,11,n
1093,hairy,11,n
1094,pusat_tasek,11,n
1095,loss,11,n
1096,breathe,11,n
1097,danger,11,n
1098,float,11,n
1099,elfland,11,n
1100,rank,11,n
1101,charge,11,n
1102,duchess,11,n
1103,voyage,11,n
1104,climb,11,n
1105,perform,11,n
1106,yellow-dog_dingo,11,n
1107,proud,11,n
1108,surround,11,n
1109,anybody,11,n
1110,pail,11,n
1111,alice,11,n
1112,witch-woman,11,n
1113,continued,10,a
1114,turn_round,10,n
1115,whenever,10,n
1116,flat,10,a
1117,bush,10,n
1118,deliver,10,n
1119,claw,10,n
1120,mercy,10,n
1121,wink,10,n
1122,evil,10,n
1123,thousand,10,n
1124,aunt,10,n
1125,bowl,10,n
1126,apple-tree,10,a
1127,limpopo,10,n
1128,camphor-tree,10,a
1129,grind,10,n
1130,consult,10,n
1131,twist,10,n
1132,nine_hundred,10,v
1133,persia,10,n
1134,disturbed,10,n
1135,especially,10,r
1136,fishing,10,n
1137,elephant,10,n
1138,fault,10,n
1139,curious,10,a
1140,trough,10,n
1141,magician,10,n
1142,magpie,10,n
1143,fairy_tale,10,n
1144,damsel,10,n
1145,root,10,n
1146,darling,10,v
1147,starvation,10,n
1148,excuse,10,n
1149,awake,10,n
1150,landlord,10,n
1151,fleet,10,n
1152,squire,10,n
1153,safety,10,n
1154,jiggelty-jolt,10,n
1155,harp,10,n
1156,utmost,10,n
1157,lassie,10,n
1158,carp-fish,10,a
1159,climbed_climbed,10,n
1160,thresh,10,n
1161,dawn,10,n
1162,knock_door,10,n
1163,herald,10,n
1164,boldly,10,r
1165,happiness,10,n
1166,unhappy,10,a
1167,wage,10,n
1168,stable,10,a
1169,treat,10,n
1170,bang,10,n
1171,although,10,n
1172,spread,10,n
1173,doubt,10,n
1174,fury,10,n
1175,feast,10,n
1176,temper,10,n
1177,ashamed,10,v
1178,rage,10,n
1179,mistress,10,n
1180,idle,10,a
1181,praise,10,n
1182,couple,10,n
1183,bunch,10,n
1184,driven,10,n
1185,letter,10,n
1186,mariner,10,n
1187,nest,10,a
1188,puff,10,n
1189,ettin,10,n
1190,heel,10,n
1191,charm,10,n
1192,leather,10,n
1193,coach,10,n
1194,belong,10,n
1195,gather,10,n
1196,freed,10,n
1197,spirit,10,n
1198,hood,10,n
1199,barn,10,n
1200,golden_hair,10,n
1201,crooked,10,n
1202,cloud,9,n
1203,short_time,9,n
1204,shape,9,n
1205,unknown,9,a
1206,cure,9,n
1207,release,9,n
1208,beaten,9,n
1209,shade,9,n
1210,amazement,9,n
1211,exactly,9,r
1212,dragon,9,n
1213,splendid,9,n
1214,loaf,9,n
1215,underneath,9,n
1216,greedy,9,n
1217,excellent,9,n
1218,fought,9,n
1219,sore,9,n
1220,sport,9,n
1221,anne,9,n
1222,beyond,9,n
1223,duke,9,n
1224,inhabitant,9,n
1225,dough,9,n
1226,bless,9,n
1227,pace,9,n
1228,counsellor,9,n
1229,reed,9,n
1230,rain,9,n
1231,tooth,9,n
1232,burnt,9,n
1233,struggle,9,n
1234,common,9,a
1235,mill,9,n
1236,crystal,9,n
1237,spite,9,n
1238,shook_head,9,n
1239,rough,9,n
1240,purr,9,n
1241,inform,9,n
1242,daughter_marriage,9,n
1243,idea,9,n
1244,cabbage,9,n
1245,dancer,9,n
1246,wound,9,n
1247,lover,9,n
1248,match,9,n
1249,deed,9,n
1250,naughty,9,n
1251,piskey,9,n
1252,stute,9,n
1253,flung,9,n
1254,threaten,9,n
1255,speed,9,n
1256,flax,9,n
1257,reason,9,n
1258,expect,9,v
1259,favour,9,n
1260,condition,9,n
1261,cattle,9,n
1262,quarter,9,n
1263,heaven,9,n
1264,pillow,9,n
1265,amuse,9,n
1266,goosey-poosey,9,n
1267,north,9,n
1268,curse,9,n
1269,drank,9,n
1270,groat,9,n
1271,lonely,9,r
1272,cousin,9,n
1273,language,9,n
1274,advice,9,n
1275,mischief,9,n
1276,beneath,9,n
1277,thrust,9,n
1278,mention,9,n
1279,a-falling,9,n
1280,anger,9,n
1281,hempstalks,9,n
1282,twirl,9,n
1283,saucepan,9,n
1284,burning,9,n
1285,good-bye,9,n
1286,scissors,9,n
1287,saucer,9,n
1288,hazel,9,n
1289,lilliput,9,n
1290,upper,9,a
1291,heap,9,n
1292,heir,9,n
1293,parent,9,n
1294,whose_name,9,n
1295,miller,9,n
1296,birdie,9,n
1297,fire_burn,9,n
1298,lean,9,n
1299,weight,9,n
1300,self,9,n
1301,suspender,9,n
1302,clock,9,n
1303,slow-solid,9,a
1304,prepare,9,n
1305,fresh,9,a
1306,mend,9,n
1307,marsh,9,n
1308,beggar,9,n
1309,obtain,9,v
1310,mutton,9,n
1311,reckon,9,n
1312,engage,9,n
1313,fond,9,n
1314,parsee,9,n
1315,swore,9,n
1316,pipe,9,n
1317,trouser,9,n
1318,popped,9,n
1319,dwelt,9,n
1320,pride,8,n
1321,water_quench,8,n
1322,mild,8,n
1323,paradise,8,n
1324,tone,8,n
1325,attendant,8,n
1326,carefully,8,r
1327,eldest,8,n
1328,nelly,8,r
1329,sixpence,8,n
1330,hasten,8,n
1331,cable,8,n
1332,glass,8,n
1333,faster,8,n
1334,funny,8,n
1335,errand,8,n
1336,fireside,8,n
1337,son-in-law,8,n
1338,handkerchief,8,n
1339,graciously,8,r
1340,toward,8,n
1341,monarch,8,n
1342,mistake,8,n
1343,excite,8,n
1344,tool,8,n
1345,jaguar,8,n
1346,edge,8,n
1347,soul,8,n
1348,wipe,8,n
1349,nasty,8,a
1350,florentine,8,n
1351,awoke,8,n
1352,draw_beer,8,n
1353,discover,8,n
1354,wale,8,n
1355,brave,8,n
1356,horrible,8,a
1357,weeps,8,n
1358,broom_sweep,8,n
1359,smelt,8,n
1360,whoever,8,n
1361,ducky-daddles,8,n
1362,spill,8,n
1363,trumpet,8,n
1364,creak,8,n
1365,meadow,8,n
1366,early,8,r
1367,hidden,8,n
1368,ointment,8,n
1369,herb,8,n
1370,reign,8,n
1371,wept,8,n
1372,distant,8,n
1373,important,8,a
1374,man-mountain,8,n
1375,intend,8,n
1376,hiss,8,n
1377,brick,8,n
1378,furnish,8,a
1379,honor,8,n
1380,scratch_head,8,n
1381,usual,8,a
1382,willy,8,r
1383,hobyah,8,n
1384,sound_asleep,8,n
1385,quietly,8,r
1386,twig,8,n
1387,cooked,8,n
1388,henny-penny,8,n
1389,store,8,n
1390,beloved,8,v
1391,meat_drink,8,n
1392,elfin,8,n
1393,likewise,8,r
1394,james,8,n
1395,flesh,8,n
1396,egypt,8,n
1397,publish,8,n
1398,hinny,8,n
1399,smoke,8,n
1400,gaze,8,n
1401,lump,8,n
1402,decide,8,n
1403,gallery,8,n
1404,guinea,8,n
1405,rhinoceros,8,n
1406,lunch,8,n
1407,inch,8,n
1408,aside,8,r
1409,copper,8,n
1410,apron,8,n
1411,slay,8,n
1412,tribe_tegumai,8,n
1413,delight,8,n
1414,rightly,8,r
1415,curtiosity,8,n
1416,astonishment,8,n
1417,yesterday,8,n
1418,shrill,8,n
1419,grey-green,8,a
1420,greasy,8,n
1421,thief,8,n
1422,monstrous,8,a
1423,twinkle,8,n
1424,astonish,8,a
1425,bother,8,n
1426,employ,8,n
1427,forty,8,n
1428,meeting,8,n
1429,push,8,n
1430,stamp_foot,8,n
