,lemma,count,pos
1323,bade_farewell,6,n
1324,quantity,6,n
1325,bewitch,6,n
1326,nightingale_sing,6,v
1327,anastasia,6,n
1328,nobody,6,n
1329,vast,6,n
1330,hideous,6,a
1331,live_happily,6,r
1332,wooden_shoe,6,n
1333,olga,6,n
1334,fetch_water,6,n
1335,stayed,6,n
1336,sprinkle_water,6,n
1337,flung,6,n
1338,devour,6,n
1339,grant,6,n
1340,frame,6,n
1341,obey,6,n
1342,tale,6,n
1343,bowl_milk,6,n
1344,staff,6,n
1345,rough,6,n
1346,event,6,n
1347,learnt,6,n
1348,press,6,n
1349,capital,6,n
1350,band,6,n
1351,resolve,6,n
1352,burst,6,n
1353,spirit,6,n
1354,scholar,6,n
1355,nice,6,a
1356,betrayed,6,n
1357,sank,6,n
1358,clad,6,n
1359,sorrow,6,n
1360,swam,6,n
1361,third_time,6,n
1362,make_inquiry,6,n
1363,sign,6,n
1364,whirlwind,6,n
1365,accord,6,n
1366,spun,6,n
1367,summon,6,n
1368,dungeon,6,n
1369,dangerous,6,a
1370,crawl,6,n
1371,eyelid,6,n
1372,beware,6,n
1373,along_road,6,n
1374,herd,6,n
1375,accept,6,n
1376,idea,6,n
1377,sharp,6,a
1378,to-morrow_morning,6,n
1379,wealth,6,n
1380,wear,6,n
1381,kovlad,6,n
1382,build,6,n
1383,grey,6,n
1384,veil,6,n
1385,book,6,n
1386,leap,6,n
1387,monk,6,n
1388,spoken,6,n
1389,laughter,6,n
1390,whereupon,6,n
1391,whence,6,n
1392,wagon,6,n
1393,bidding,6,n
1394,shriek,6,n
1395,spin,6,n
1396,paid,6,n
1397,require,6,n
1398,chose,6,n
1399,roast,6,n
1400,many_year,6,n
1401,scaly,6,n
1402,ordinary,6,a
1403,clutched,6,n
1404,related,6,a
1405,proclaim,6,n
1406,wench,6,n
1407,succession,6,n
1408,powerful,6,a
1409,open_door,6,n
1410,longing,6,n
1411,overjoyed,6,n
1412,across_river,6,n
1413,music,6,n
1414,dash,6,n
1415,proof,6,n
1416,fell_asleep,6,n
1417,hero,6,n
1418,wedding_feast,6,n
1419,kitchen,6,n
1420,curiosity,6,n
1421,humble,6,a
1422,stumble,6,a
1423,language,6,n
1424,held_hand,6,n
1425,shot,6,n
1426,thee,6,n
1427,retire,6,n
1428,gain,6,n
1429,compassion,6,n
