,lemma,count,pos
649,expect,41,v
650,either,41,n
651,command,41,n
652,urge,41,n
653,wander,41,n
654,rope,41,n
655,agree,41,n
656,tall,41,n
657,passing,41,n
658,pink,41,n
659,relation,40,n
660,allow,40,v
661,stretch,40,n
662,hope,40,n
663,gray,40,n
664,color,40,n
665,spider,40,n
666,crack,40,n
667,pouch,40,a
668,bridge,40,n
669,human,40,n
670,legging,40,v
671,attempt,40,n
672,youth,39,n
673,drove,39,n
674,warn,39,n
675,gain,39,n
676,forgot,39,n
677,squirrel,39,n
678,cooked,39,n
679,week,39,n
680,button,39,n
681,beauty,39,n
682,succeed,39,v
683,hundred,38,v
684,potato_face,38,n
685,battle,38,n
686,afternoon,38,n
687,thief,38,n
688,road,38,n
689,crawl,38,n
690,usual,38,a
691,washington,38,n
692,darkness,38,n
693,bush,38,n
694,limb,38,n
695,sharp,37,a
696,council,37,n
697,thumb,37,n
698,instant,37,n
699,resolve,37,n
700,charge,37,n
701,drink,37,n
702,bull,37,n
703,beyond,37,n
704,mitten,37,n
705,rich,37,a
706,drag,37,n
707,asleep,37,n
708,flame,37,n
709,tobacco,37,n
710,true,37,a
711,music,37,n
712,sorry,36,n
713,teeth,36,n
714,dwell,36,n
715,knock,36,n
716,ladder,36,n
717,ko-ko,36,n
718,santa_claus,36,n
719,nice,36,a
720,settle,36,v
721,distant,36,n
722,flung,36,n
723,bend,36,n
724,march,36,n
725,surprise,36,n
726,sick,36,n
727,dare,36,n
728,sport,36,n
729,kick,36,n
730,dish,36,n
731,easily,36,r
732,terrible,35,a
733,could_find,35,n
734,send,35,n
735,rode,35,n
736,groan,35,n
737,plan,35,n
738,wrong,35,a
739,shovel,35,n
740,monedowa,35,n
741,swallow,35,n
742,burning,35,n
743,taught,35,n
744,pursue,35,n
745,soldier,35,n
746,english,34,a
747,rootabaga_country,34,n
748,juan,34,n
749,float,34,n
750,wigwam,34,n
751,refuse,34,n
752,share,34,n
753,tee-yoh,34,n
754,general,34,a
755,picture,34,n
756,declare,34,n
757,lion,34,n
758,forget,34,n
759,wide,34,a
760,brass,34,n
761,beneath,34,n
762,clear,34,a
763,charm,34,n
764,century,34,n
765,nest,34,a
766,reason,34,n
767,beast,34,n
768,loon,34,n
769,ride,34,n
770,antelope,33,n
771,spread,33,n
772,skull,33,n
773,willow,33,n
774,load,33,n
775,forever,33,r
776,different,33,a
777,shine,33,n
778,lady,33,n
779,twice,33,r
780,surely,33,r
781,powerful,33,a
782,toss,33,n
783,ring,33,n
784,suspicion,33,n
785,guess,33,n
786,tiny,33,a
787,careful,33,n
788,drown,33,n
789,goose,33,n
790,mist,33,n
791,quietly,33,r
792,rattle,33,n
793,mount,33,n
794,surprised,33,a
795,understand,33,n
796,grave,33,n
797,pocket,33,n
798,yell,33,n
799,shabby,33,n
800,guard,33,n
801,elder,33,n
802,officer,32,n
803,towards,32,n
804,silent,32,n
805,boston,32,n
806,dash,32,n
807,sought,32,n
808,supply,32,n
809,thick,32,n
810,horn,32,n
811,open_door,32,n
812,stole,32,n
813,carefully,32,r
814,shake,32,n
815,revenge,32,n
816,jack,32,n
817,purpose,32,n
818,sack,32,n
819,crowd,32,n
820,honor,32,n
821,bill,32,n
822,report,31,n
823,rubbed,31,n
824,brush,31,n
825,creek,31,n
826,swan,31,n
827,sail,31,n
828,blew,31,n
829,look_around,31,n
830,knee,31,n
831,neither,31,n
832,ghost,31,n
833,skyscraper,31,n
834,clean,31,n
835,skeleton,31,n
836,thrust,31,n
837,slipper,31,n
838,faint,31,n
839,size,31,n
840,hidden,31,n
841,really,31,r
842,glance,31,n
843,month,31,n
844,golden,31,a
845,heaven,31,n
846,taste,31,n
847,danger,31,n
848,later,31,r
849,bread,31,n
850,least,31,a
851,treasure,31,n
852,swim,31,n
853,feed,31,n
854,garden,31,n
855,quiver,30,n
856,especially,30,r
857,bell,30,n
858,handsome,30,n
859,starve,30,n
860,suppose,30,n
861,shell,30,n
862,fast_could,30,n
863,desire,30,n
864,consent,30,n
865,flight,30,n
866,faster,30,n
867,secure,30,n
868,directly,30,r
869,huge,30,a
870,request,30,n
871,moose,30,n
872,rather,30,r
873,flew_away,30,n
874,skagédi,30,n
875,enjoy,30,n
876,redflower,30,n
877,state,30,n
878,paper,29,n
879,widow,29,n
880,treat,29,n
881,effect,29,n
882,wore,29,n
883,peter,29,n
884,prisoner,29,n
885,crow,29,n
886,rose,29,v
887,drive,29,n
888,nail,29,n
889,object,29,n
890,accordion,29,n
891,england,29,n
892,sort,29,n
893,herd,29,n
894,howl,29,n
895,scene,29,n
896,buckskin,29,n
897,somebody,28,n
898,aside,28,r
899,yard,28,n
900,thank,28,n
901,slide,28,n
902,stuck,28,n
903,tore,28,n
904,lightning,28,v
905,shelter,28,n
906,mile,28,n
907,captain,28,n
908,gaze,28,n
909,certain,28,a
910,pleasant,28,n
911,anger,28,n
912,post,28,n
913,hawk,28,n
914,british,28,a
915,whatever,28,n
916,root,28,n
917,driven,28,n
918,wound,28,n
919,beheld,28,n
920,slow,28,v
921,lumber,27,n
922,white_feather,27,n
923,ravine,27,n
924,victim,27,n
925,woodpecker,27,n
926,direct,27,a
927,chipmunk,27,n
928,prove,27,n
929,to-day,27,n
930,sank,27,n
931,mama,27,n
932,boy-man,27,n
933,view,27,n
934,gathering,27,n
935,good-by,27,n
936,female,27,n
937,pause,27,n
938,hollow,27,n
939,born,27,n
940,thrown,27,n
941,sweet,27,n
942,snare,27,n
943,store,27,n
944,seven,27,n
945,sorrow,27,n
946,commenced,27,n
947,wolverine,27,n
948,meant,27,n
949,plant,27,n
950,brown,27,n
951,boot,27,n
952,relative,27,n
953,dwelt,27,n
954,ocean,27,n
955,laughter,27,n
956,wash,27,n
957,potato,27,n
958,dawn,26,n
959,curse,26,n
960,success,26,n
961,iktomi,26,n
962,handle,26,n
963,beaten,26,n
964,short_time,26,n
965,safe,26,a
966,magic_arrow,26,n
967,twilight,26,n
968,american,26,a
969,hasten,26,n
970,plunge,26,n
971,real,26,a
972,observe,26,n
973,mink,26,n
974,ball-carrier,26,n
975,trap,26,n
976,vanished,26,n
977,meeting,26,n
978,white_corn,26,n
979,enter_lodge,26,n
980,take_care,26,n
981,doubt,26,n
982,height,26,n
983,drift,26,n
984,scream,26,n
985,adventure,26,n
986,farther,26,n
987,murmur,25,n
988,thin,25,n
989,torn,25,n
990,owl-man,25,a
991,destroy,25,n
992,foolish,25,a
993,pack,25,n
994,gentle,25,n
995,unless,25,n
996,curious,25,a
997,recover,25,n
998,sheep,25,n
999,dust,25,n
1000,diamond,25,n
1001,fawn,25,n
1002,avenger,25,n
1003,queer,25,n
1004,strip,25,n
1005,fourth,25,a
1006,oblige,25,n
1007,piegan,25,n
1008,grown,25,n
1009,manstin,25,n
1010,marriage,25,n
1011,butcher,25,n
1012,rainbow,25,n
1013,advanced,25,a
1014,savage,25,n
1015,band,25,n
1016,quarter,25,n
1017,robin,25,n
1018,nearer,25,n
1019,less,25,r
1020,suffer,25,n
1021,reindeer,25,n
1022,deceive,25,n
1023,else,25,r
1024,sled,24,v
1025,fair,24,n
1026,prayer,24,n
1027,season,24,n
1028,frog,24,n
1029,manage,24,n
1030,seal,24,n
1031,flash,24,n
1032,elder_brother,24,n
1033,grandchild,24,n
1034,wake,24,n
1035,aggo,24,n
1036,saint_nicholas,24,n
1037,creep,24,n
1038,committee,24,n
1039,barrel,24,n
1040,destroyed,24,n
1041,scatter,24,n
1042,pursuit,24,n
1043,daylight,24,n
1044,single,24,a
1045,handful,24,n
1046,huckabuck,24,n
1047,popcorn,24,n
1048,pine,24,n
1049,anybody,24,n
1050,table,24,n
1051,rapidly,24,r
1052,leader,24,n
1053,tell_story,24,n
1054,hiding,24,n
1055,mine,23,n
1056,satisfied,23,a
1057,teach,23,n
1058,wail,23,n
1059,hearing,23,n
1060,grandmother_spider,23,n
1061,ever_since,23,n
1062,pond,23,n
1063,chieftain,23,n
1064,troop,23,n
1065,repeat,23,n
1066,stir,23,n
1067,otter,23,n
1068,whincher,23,n
1069,softly,23,r
1070,massachusetts,23,n
1071,special,23,a
1072,every_morning,23,v
1073,descend,23,n
1074,john,23,n
1075,spite,23,n
1076,spoil,23,n
1077,flat,23,a
1078,strong_desire,23,n
1079,badly,23,r
1080,hopped,23,n
1081,hudson,23,n
1082,separate,23,a
1083,aunt,23,n
1084,whale,23,n
1085,mighty,23,n
1086,deed,23,n
1087,motion,23,n
1088,weak,23,a
1089,koumongoe,23,n
1090,fruit,23,n
1091,vessel,23,n
1092,scarcely,23,r
1093,belt,23,n
1094,twenty,23,n
1095,heat,23,n
1096,intend,23,n
1097,make_mind,23,n
1098,railroad,23,n
1099,absent,23,n
1100,coast,23,n
1101,presence,22,n
1102,boil,22,n
1103,bride,22,n
1104,despair,22,n
1105,coal,22,n
1106,pour,22,n
1107,mortal,22,n
1108,advice,22,n
1109,anyone,22,n
1110,gold_buckskin,22,n
1111,offering,22,n
1112,vest,22,n
1113,struggle,22,n
1114,prepare,22,n
1115,tongue,22,n
1116,sudden,22,a
1117,enchant,22,n
1118,test,22,n
1119,mischief,22,n
1120,guide,22,n
1121,temper,22,n
1122,avoid,22,n
1123,maybe,22,r
1124,bore,22,n
1125,occur,22,n
1126,hardly,22,r
1127,crooked,22,n
1128,many_year,22,n
1129,baboon,22,n
1130,iron,22,n
1131,bokwewa,22,n
1132,overtake,22,n
1133,squash,22,n
1134,inuit,22,n
1135,capture,22,n
1136,claw,22,n
1137,terror,22,n
1138,weight,22,n
1139,weapon,22,n
1140,york,22,n
1141,rage,22,n
1142,cistern,22,n
1143,nyagwaihe,22,n
1144,loudly,22,r
1145,génonskwa,22,n
1146,hurl,21,n
1147,cool,21,n
1148,upward,21,r
1149,glide,21,n
1150,errand,21,n
1151,timber,21,n
1152,sigh,21,n
1153,forgotten,21,n
1154,determine,21,n
1155,smell,21,n
1156,entrance,21,n
1157,tone,21,n
1158,milk,21,n
1159,harvest,21,n
1160,provide,21,n
1161,nature,21,n
1162,wooden,21,n
1163,sacred,21,v
1164,bring_back,21,n
1165,demand,21,n
1166,account,21,n
1167,french,21,a
1168,comfort,21,n
1169,ticket,21,n
1170,throat,21,n
1171,weary,21,a
1172,count,21,n
1173,geese,21,a
1174,devour,21,n
1175,message,21,n
1176,mutter,21,n
1177,willing,21,a
1178,miney,21,n
1179,wedding,21,n
1180,right_hand,21,n
1181,dancer,21,n
1182,million,21,n
1183,grand,21,a
1184,desert,21,n
1185,delicious,21,a
1186,delighted,21,a
1187,connecticut,21,n
1188,sing_song,20,n
1189,fancy,20,n
1190,fence,20,n
1191,thanked,20,n
1192,fierce,20,n
1193,america,20,n
1194,delight,20,n
1195,pleasure,20,n
1196,stripe,20,n
1197,cheek,20,n
1198,custom,20,n
1199,flutter,20,n
1200,tight,20,n
1201,piegans,20,n
1202,pale,20,n
1203,haunt,20,n
1204,pretend,20,n
1205,neighborhood,20,n
1206,snap,20,n
1207,surround,20,n
1208,friendly,20,r
1209,recognize,20,v
1210,scar,20,n
1211,restore,20,n
1212,cook,20,n
1213,read,20,n
1214,advance,20,n
1215,dirt,20,n
1216,thun-tsay,20,n
1217,wrap,20,n
1218,depart,20,n
1219,pony_pony,20,n
1220,poo-wah-ka,20,n
1221,tower,20,n
1222,calm,20,n
1223,insist,20,n
1224,spent,20,n
1225,twig,20,n
1226,poyeshaon,20,n
1227,sits,20,n
1228,surface,20,n
1229,claim,20,n
1230,camped,20,n
1231,glass,20,n
1232,unhappy,20,a
1233,tide,20,n
1234,turn_round,20,n
1235,cunning,20,v
1236,attend,20,n
1237,behold,20,n
1238,alive,20,a
1239,asks,20,n
1240,sunset,20,n
1241,belong,20,n
1242,serve,20,n
1243,great_deal,19,n
1244,fortune,19,n
1245,meadow,19,n
1246,beam,19,n
1247,whip,19,n
1248,bade,19,n
1249,common,19,a
1250,aloud,19,n
1251,instantly,19,r
1252,manitou,19,n
1253,swung,19,n
1254,chose,19,n
1255,told_story,19,n
1256,raft,19,n
1257,wealth,19,n
1258,chin,19,n
1259,assemble,19,a
1260,peer,19,n
1261,fool,19,n
1262,tory,19,n
1263,stomach,19,n
1264,vain,19,n
1265,blast,19,n
1266,swept,19,n
1267,puff,19,n
1268,kayak,19,n
1269,army,19,n
1270,cruel,19,n
1271,soul,19,n
1272,trick,19,n
1273,obeyed,19,n
1274,settlement,19,n
1275,mikumwess,19,n
1276,spear,19,n
1277,pah-tay,19,n
1278,broth,19,n
1279,farm,19,n
1280,hail,19,n
1281,moss,19,n
1282,entirely,19,r
1283,mantle,19,n
1284,salem,19,n
1285,attention,19,n
1286,amuse,19,n
1287,suspect,19,n
1288,grief,19,n
1289,plate,19,n
1290,write,19,n
1291,couple,19,n
1292,heel,19,n
1293,crane,19,n
1294,maker,19,n
1295,breakfast,19,n
1296,blackfoot,19,n
1297,household,19,n
1298,across_river,19,n
1299,dispatch,19,n
1300,trot,19,n
1301,midst,19,n
1302,respect,19,n
1303,smooth,19,n
1304,service,19,n
1305,apart,19,r
1306,today,19,n
1307,young-man,19,n
1308,beating,19,n
1309,block,19,n
1310,skill,18,n
1311,lock,18,n
1312,royal,18,n
1313,truth,18,n
1314,osseo,18,n
1315,news,18,n
1316,case,18,n
1317,chain,18,n
1318,walk_along,18,n
1319,wipe,18,n
1320,content,18,n
1321,bitter,18,n
1322,character,18,n
1323,dozen,18,n
1324,early_morning,18,v
1325,hatrack_horse,18,n
1326,ashore,18,n
1327,business,18,n
1328,dread,18,n
1329,woke,18,n
1330,constantly,18,r
1331,dollar,18,n
1332,harder,18,n
1333,regard,18,n
1334,increase,18,n
1335,opposite,18,n
1336,center,18,n
1337,inform,18,n
1338,alarm,18,n
1339,yonder,18,n
1340,footstep,18,n
1341,anxious,18,a
1342,safety,18,n
1343,courage,18,n
1344,conduct,18,n
1345,summon,18,n
1346,legend,18,n
1347,harbor,18,n
1348,purple,18,n
1349,policeman,18,n
1350,midday,18,n
1351,weep,18,n
1352,spoken,18,n
1353,lament,18,n
1354,building,18,n
1355,visitor,18,n
1356,history,18,n
1357,unable,18,a
1358,shirt,18,n
1359,teepee,18,n
1360,messenger,18,n
1361,whoever,18,n
1362,palace,18,n
1363,villager,18,n
1364,shriek,18,n
1365,melt,18,n
1366,fell_asleep,18,n
1367,cease,18,n
1368,tale,18,n
1369,appearance,18,n
1370,astonish,17,a
1371,stoop,17,n
1372,fisherman,17,n
1373,procure,17,n
