,verb,present,cogmech,insight,time,relativ,funct,negate,quant,social,certain,affect,posemo,money,auxverb,future,discrep,humans,negemo,sad,percept,feel,family,bio,health,body,incl,motion,space,tentat,home,past,ingest,relig,number,achieve,adverb,work,friend,cause,anger,hear,pronoun,ipron,excl,leisure,preps,conj,death,inhib,see,ppron,i,anx,nonfl,sexual,swear,filler,assent,you,they
sid767,129,82,128,37,59,184,104,10,13,58,18,84,60,2,28,22,23,9,24,13,54,12,16,30,6,15,16,66,53,13,8,20,7,1,11,37,22,11,0,15,3,20,6,6,3,8,19,3,0,13,20,0,0,6,2,2,0,2,1,0,0
sid768,24,15,21,5,20,42,23,3,5,23,4,10,5,4,3,2,2,7,5,1,8,1,3,4,2,0,3,9,12,0,5,6,1,2,0,3,7,1,0,4,0,3,1,1,1,0,5,3,0,3,2,0,0,0,0,1,0,0,0,0,0
sid769,35,19,42,8,24,59,46,2,11,14,10,47,35,5,12,10,13,0,12,1,19,5,1,21,2,9,4,22,14,7,7,4,10,13,5,8,10,3,2,0,4,2,3,3,1,2,4,2,2,3,5,0,0,1,1,0,0,1,2,0,0
sid770,92,47,125,24,62,212,107,10,21,114,15,111,80,1,21,11,31,13,31,4,35,8,47,50,22,17,13,35,115,10,34,24,5,5,2,31,34,7,0,6,10,19,4,4,9,6,17,2,8,17,6,0,0,4,6,6,0,7,0,0,0
sid771,26,15,14,1,13,28,14,0,0,16,0,8,1,0,10,10,9,14,7,0,8,8,0,17,0,1,2,7,8,0,7,1,16,0,2,4,0,1,0,0,6,0,0,0,1,3,2,1,6,1,0,0,0,1,0,0,0,0,0,0,0
sid772,16,12,21,6,13,40,18,1,3,9,1,20,16,0,1,0,5,7,4,1,15,3,0,4,0,3,2,18,9,5,4,3,0,0,2,3,8,2,0,0,0,2,1,1,3,15,2,1,1,3,8,0,0,1,0,1,0,1,0,0,0
sid773,273,154,266,55,131,364,294,20,72,164,42,240,165,9,61,36,59,40,75,21,94,34,20,77,10,54,31,88,151,30,23,64,10,6,22,85,47,16,10,18,27,15,23,23,10,26,53,12,19,22,39,0,0,10,6,3,0,9,3,0,0
sid774,28,12,18,4,17,44,26,5,3,8,0,19,11,1,2,0,5,1,8,1,8,4,1,5,0,5,6,14,16,1,3,14,0,2,5,1,7,0,0,1,3,2,1,1,2,0,6,0,3,1,2,0,0,4,0,0,0,3,0,0,0
sid775,11,7,10,2,12,38,12,1,1,10,2,4,4,0,1,0,2,2,0,0,4,2,4,7,1,0,4,12,15,0,2,3,5,0,0,0,2,0,0,1,0,2,0,0,0,14,8,0,1,0,0,0,0,0,0,1,1,1,0,0,0
sid776,418,263,471,112,303,732,423,33,90,279,68,331,216,22,77,50,95,15,112,25,165,35,96,137,31,83,55,190,257,56,33,82,21,8,44,110,88,35,17,71,46,57,16,16,22,65,88,27,17,30,62,0,0,22,15,4,0,16,1,0,0
sid777,107,60,115,22,50,134,97,8,19,93,18,81,55,4,20,16,26,6,25,5,28,10,30,42,7,30,10,47,36,18,19,28,3,5,14,43,14,7,0,10,6,8,11,11,1,18,12,10,3,5,11,0,0,6,2,18,18,2,0,0,0
sid778,199,121,255,58,126,324,181,4,51,162,38,184,137,34,37,16,49,42,44,9,84,26,33,55,4,34,27,81,128,35,29,45,14,7,10,22,40,21,9,20,9,13,12,12,5,11,31,10,8,29,38,0,0,17,12,4,5,9,1,0,0
sid779,11,4,10,4,9,21,12,1,2,4,1,12,6,2,2,0,2,0,6,0,10,4,0,2,0,0,2,4,9,1,0,6,2,0,0,0,3,0,3,0,1,0,1,1,0,2,3,1,0,1,2,0,0,1,0,0,0,1,0,0,0
sid780,13,12,10,0,6,15,18,0,4,19,1,4,2,0,0,0,1,7,2,0,1,0,3,5,1,3,1,4,5,1,1,1,1,0,0,5,4,0,0,5,0,0,7,2,1,0,3,1,0,1,1,5,0,0,1,0,0,0,0,5,0
sid781,92,48,107,17,51,124,86,6,16,81,17,84,44,2,23,15,25,33,40,10,38,12,19,35,3,21,17,28,46,10,27,22,11,0,0,12,19,2,5,11,13,15,5,4,3,4,19,1,1,10,11,1,1,4,1,0,0,2,1,0,0
sid782,124,63,119,34,66,216,115,10,19,64,10,99,62,10,26,15,24,7,37,7,46,15,26,60,6,21,17,54,95,11,16,36,33,1,13,34,25,13,1,20,13,8,8,8,1,8,18,11,5,11,16,0,0,10,8,0,0,0,0,0,0
sid783,14,7,23,4,14,36,21,3,5,16,3,14,8,1,2,2,2,5,6,2,8,1,2,5,2,1,5,10,13,3,10,5,0,1,2,4,7,7,3,2,1,3,1,1,1,4,5,0,0,2,2,0,0,3,0,2,0,0,0,0,0
sid784,69,47,104,22,72,114,80,10,11,54,17,77,55,5,14,8,23,3,22,7,42,20,1,27,6,15,11,27,15,9,4,9,6,2,3,14,25,9,5,2,8,9,13,11,9,2,12,6,3,18,16,2,2,4,1,0,0,5,0,0,0
sid785,122,80,115,17,94,207,118,4,20,72,15,83,67,11,17,9,22,6,16,3,40,11,34,57,4,18,23,85,36,26,34,26,35,0,9,34,28,7,0,4,1,11,12,12,10,13,29,16,2,11,12,0,0,6,12,0,0,10,0,0,0
sid786,60,33,53,7,26,80,76,3,7,41,10,31,18,7,16,12,19,9,13,2,25,21,1,42,7,29,8,23,30,2,3,12,1,2,18,7,11,2,6,6,2,1,14,10,3,7,6,5,2,3,3,4,0,3,1,6,0,0,0,4,0
sid787,105,60,120,18,74,163,98,4,20,81,15,66,37,4,22,11,25,24,29,3,38,7,15,30,14,14,27,42,49,19,11,25,3,0,7,56,25,7,3,8,7,17,8,8,1,5,11,9,6,8,16,0,0,11,3,2,0,2,1,0,0
sid788,112,76,102,29,25,123,79,7,10,52,6,62,40,4,19,13,18,17,22,13,41,13,10,26,0,21,15,31,56,9,3,19,1,0,12,13,8,7,0,14,2,8,10,10,0,9,19,2,0,13,23,0,0,7,0,7,3,1,0,0,0
sid789,82,60,87,14,52,132,55,4,9,38,10,117,55,11,7,4,15,3,61,5,20,8,8,67,4,54,19,40,36,5,17,15,9,57,10,13,17,6,3,9,9,8,1,1,1,5,8,0,2,13,4,0,0,17,4,0,5,1,1,0,0
sid790,5,4,2,2,2,6,1,0,0,0,0,3,1,3,0,0,0,0,2,1,2,0,0,3,0,3,0,1,3,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,3,1,0,0,0,2,0,0,1,0,0,0,0,0,0,0
sid791,97,52,117,37,32,73,100,8,14,46,14,95,32,1,33,27,20,0,63,3,16,6,0,49,30,12,3,16,23,12,0,12,7,0,4,22,19,3,2,12,46,4,9,8,4,3,16,5,15,22,6,1,1,8,1,0,0,0,1,0,0
sid792,63,44,78,13,55,136,57,3,6,60,10,43,24,2,7,6,3,6,19,2,22,5,25,24,6,15,15,47,33,9,7,13,3,0,4,12,20,5,2,11,3,9,3,3,1,8,15,2,1,10,7,0,0,10,2,0,0,0,0,0,0
sid793,137,77,148,34,82,158,124,13,15,30,25,134,101,51,41,35,45,7,33,4,32,10,0,48,11,15,22,46,36,12,12,20,22,0,8,28,26,29,6,11,16,6,5,4,6,14,22,2,7,12,7,1,1,4,5,0,0,7,2,0,0
sid794,41,34,39,10,20,64,33,1,3,16,4,26,13,5,5,3,3,3,13,4,18,11,2,15,3,9,7,15,27,2,7,4,3,0,6,12,9,2,1,5,3,3,0,0,1,4,9,0,2,9,1,0,0,3,1,0,0,0,0,0,0
sid795,14,9,37,9,10,21,18,1,0,14,4,24,15,0,4,3,9,8,9,2,9,0,0,4,1,3,0,7,6,7,0,1,0,0,1,2,7,3,2,7,3,3,4,4,7,3,1,0,0,1,6,0,0,1,1,0,0,2,0,0,0
sid796,111,60,194,47,112,223,140,9,18,80,35,178,111,16,30,16,29,16,67,20,63,18,16,51,9,38,5,47,54,27,13,27,2,11,10,43,44,19,1,17,24,11,9,9,5,8,22,12,19,29,29,0,0,11,2,13,11,0,2,0,0
sid797,13,5,8,0,5,24,11,2,2,10,1,11,5,0,1,1,1,4,6,0,11,3,1,11,0,8,1,10,8,1,3,7,3,2,4,1,0,0,1,1,3,1,1,1,2,1,3,0,1,1,1,0,0,1,0,3,4,1,0,0,0
sid798,25,19,30,7,16,74,32,0,9,49,4,25,21,1,4,1,3,12,4,1,21,4,19,5,0,5,5,17,40,1,7,3,0,0,3,2,11,2,0,5,2,7,3,1,0,0,6,0,0,0,1,2,0,1,6,0,0,0,0,2,0
sid799,93,63,133,37,45,125,105,9,27,61,24,112,83,6,14,10,23,7,29,6,39,7,4,36,2,22,10,26,56,26,20,16,8,2,3,15,22,13,7,11,16,24,17,15,7,42,14,8,7,8,9,2,1,2,8,9,5,5,0,0,0
sid800,41,31,42,9,21,72,22,1,2,51,5,39,24,0,6,6,5,4,15,4,29,5,15,20,2,7,2,22,25,1,13,4,10,0,4,28,3,4,2,7,6,11,3,3,0,10,3,0,2,10,10,0,0,2,2,1,0,0,0,0,0
sid801,131,67,146,29,66,183,161,13,23,75,24,48,33,9,36,20,40,11,14,6,36,10,9,48,4,23,26,67,46,11,22,31,20,0,17,15,23,1,1,5,2,13,37,15,7,23,13,8,4,10,15,22,0,4,4,2,0,3,0,22,0
sid802,15,9,16,2,13,32,15,1,3,5,1,8,5,0,4,3,6,0,3,1,5,1,0,6,1,5,3,9,13,3,3,2,0,1,1,1,3,11,0,1,0,2,1,1,1,7,4,1,0,0,2,0,0,0,0,0,0,3,0,0,0
sid803,5,4,5,0,4,20,8,1,2,5,1,5,4,0,0,0,1,0,1,0,9,6,0,4,1,3,1,7,8,0,0,1,0,0,0,0,2,0,0,2,0,2,2,2,0,9,3,0,0,0,1,0,0,0,0,0,0,0,0,0,0
sid804,69,46,71,11,33,132,67,3,19,18,8,60,40,2,9,5,15,5,20,2,24,3,2,27,7,4,15,54,48,9,8,15,16,9,5,9,14,6,0,8,7,2,5,5,3,5,13,3,3,7,20,0,0,9,0,0,0,3,0,0,0
sid805,12,8,10,2,6,11,7,0,0,5,1,11,5,0,1,1,1,1,6,0,3,1,0,1,0,1,2,3,2,3,0,3,0,4,0,1,2,1,0,1,2,1,3,3,1,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0
sid806,689,395,957,267,377,764,767,71,116,269,135,356,258,12,168,105,223,77,98,23,203,37,29,110,17,37,84,158,265,210,25,127,54,17,42,124,174,74,4,43,19,41,109,109,56,111,101,32,6,32,105,0,0,20,37,2,1,48,1,0,0
sid807,40,23,35,8,23,53,50,2,10,36,2,33,12,4,5,4,5,5,21,4,12,4,2,22,2,10,2,17,12,6,11,12,10,24,4,5,13,3,0,7,12,3,14,1,1,2,3,6,2,2,3,13,0,2,0,0,0,0,0,13,0
sid808,5,3,6,2,7,10,5,0,3,2,1,3,2,1,0,0,0,0,1,0,0,0,0,5,0,1,3,3,0,0,0,2,4,0,0,1,1,0,0,0,1,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sid809,95,46,74,18,52,119,72,2,8,71,6,45,19,3,21,13,22,7,25,4,16,4,18,34,17,11,7,30,31,6,12,30,6,28,11,43,19,6,2,13,7,6,4,4,1,1,5,8,5,4,7,0,0,1,2,0,0,0,0,0,0
sid810,0,0,4,0,1,3,2,0,0,3,1,2,2,0,0,0,1,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,0,0,1,2,0,0,0,0,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sid811,31,23,25,1,37,52,29,5,8,30,4,30,18,5,6,4,6,5,12,2,13,5,9,18,5,10,3,9,6,3,10,2,3,0,0,13,3,12,2,5,3,4,3,3,0,1,4,1,0,2,4,0,0,0,0,1,2,0,1,0,0
sid812,26,13,45,10,40,70,41,2,12,23,5,66,40,4,10,7,12,6,25,5,27,10,1,9,3,3,1,12,17,10,13,4,0,4,2,12,6,9,0,5,5,8,5,5,1,5,6,1,2,1,9,0,0,11,0,3,0,2,0,0,0
sid813,2,1,5,1,3,8,7,0,5,6,0,11,5,0,0,0,1,2,6,2,4,0,0,4,1,1,1,3,1,1,0,1,2,0,0,1,3,2,1,2,1,0,0,0,0,2,1,0,0,0,2,0,0,0,1,0,0,0,0,0,0
sid814,93,66,113,23,42,138,70,4,6,70,14,37,27,8,7,6,8,6,10,3,17,3,33,28,4,3,41,38,57,10,41,20,21,3,15,7,23,2,0,7,3,9,8,8,1,22,12,2,1,8,4,0,0,0,1,0,0,0,0,0,0
sid815,18,12,17,2,17,35,16,2,3,1,5,12,7,0,3,3,2,0,5,0,14,4,0,19,4,15,3,14,6,1,1,3,0,0,1,5,3,0,0,4,3,5,1,1,0,1,3,0,0,2,5,0,0,1,0,0,3,2,0,0,0
sid816,83,38,86,19,30,80,65,2,12,66,8,53,32,0,24,18,31,17,21,11,72,21,3,8,2,3,12,25,29,16,2,21,0,0,2,13,13,5,19,10,5,32,2,1,0,7,11,0,2,3,23,1,1,1,1,3,0,6,0,0,0
sid817,1,1,3,0,8,12,6,0,3,0,2,5,2,0,0,0,0,0,3,3,4,3,0,1,0,0,1,3,1,0,0,0,1,0,0,3,1,0,0,0,0,0,0,0,0,0,1,2,0,0,2,0,0,0,0,0,0,0,0,0,0
sid818,6,5,7,1,8,12,8,0,2,3,1,9,2,0,2,1,1,0,7,0,1,0,0,5,0,2,1,1,3,0,0,0,4,0,1,1,2,0,1,1,5,0,0,0,0,3,1,0,1,2,1,0,0,0,1,0,0,0,0,0,0
sid819,13,10,16,2,5,29,14,0,1,17,2,14,8,0,0,0,2,3,6,2,9,1,4,8,2,6,2,9,16,3,3,3,0,2,2,5,1,2,1,7,2,1,5,5,1,4,5,0,0,0,6,0,0,0,0,0,0,1,0,0,0
sid820,36,11,48,9,20,60,38,4,11,19,1,19,7,0,12,8,11,0,12,2,20,7,0,22,1,13,2,18,24,8,10,13,9,10,0,13,7,13,0,7,3,7,2,1,0,9,4,1,1,6,7,1,0,4,0,1,0,3,0,1,0
sid821,90,38,106,34,47,149,81,3,7,49,16,72,61,7,26,17,26,6,11,4,55,15,6,29,3,21,14,29,79,14,13,27,4,8,1,25,21,21,1,4,3,16,8,8,2,28,14,9,3,4,22,0,0,3,5,3,2,7,0,0,0
sid822,9,5,6,1,2,15,5,0,1,14,0,9,6,1,0,0,0,4,3,1,6,0,2,1,0,1,1,5,8,2,2,4,0,0,0,1,0,3,0,2,1,5,0,0,0,1,4,1,0,0,1,0,0,0,0,0,0,0,0,0,0
sid823,183,100,238,54,112,262,193,20,22,118,53,136,66,15,53,40,47,14,70,25,58,15,15,68,12,25,16,69,71,30,13,33,30,13,8,74,38,24,6,19,20,29,22,22,10,20,32,10,14,18,12,0,0,11,2,1,1,1,0,0,0
sid824,45,24,38,14,25,83,39,3,2,7,5,19,10,3,5,5,6,0,9,2,8,4,1,11,1,2,5,26,31,2,0,16,8,0,0,3,12,2,0,4,3,1,3,3,3,2,15,2,2,6,2,0,0,2,0,0,0,2,0,0,0
sid825,65,42,77,14,33,81,64,8,11,72,14,67,49,7,13,9,13,3,18,5,22,4,36,30,2,15,15,30,18,5,11,11,12,9,8,8,8,3,0,2,4,1,5,4,3,5,13,1,1,11,11,1,1,3,1,2,0,3,0,0,0
sid826,63,36,75,12,47,95,61,2,4,34,5,47,23,7,17,14,19,10,24,4,18,5,0,9,2,3,9,21,27,13,1,10,3,1,3,8,16,2,3,12,8,10,11,11,2,28,10,3,1,8,2,0,0,2,2,1,1,4,0,0,0
sid827,356,225,469,130,268,575,335,21,45,321,80,400,300,21,59,34,107,86,96,26,220,53,97,135,31,54,46,126,194,73,60,74,30,17,23,53,100,57,15,20,14,44,40,37,25,58,54,22,8,27,112,3,3,26,23,22,9,31,2,0,0
sid828,14,3,3,1,4,24,8,0,0,5,0,4,0,1,1,1,0,1,4,3,7,1,0,5,0,5,2,10,10,0,0,10,0,0,3,5,1,0,0,0,1,6,0,0,0,13,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
sid829,66,44,53,12,32,84,50,4,7,67,11,51,28,2,9,8,6,0,23,6,22,7,19,23,1,18,12,27,20,5,6,14,4,3,1,8,13,1,1,4,4,9,8,7,2,3,9,2,4,3,8,1,1,7,2,2,2,0,0,0,0
sid830,185,88,217,52,86,237,178,14,37,143,32,147,78,11,51,29,42,44,67,27,86,24,23,69,13,37,21,58,96,31,14,58,17,24,3,23,31,12,0,15,15,32,16,13,8,11,35,5,4,19,30,3,0,17,12,4,0,8,0,3,0
sid831,87,55,108,31,38,103,119,3,18,72,18,109,83,34,13,6,17,4,26,3,32,17,13,36,2,18,13,24,37,12,10,19,16,1,33,11,17,41,11,5,8,6,19,16,4,19,17,5,1,4,13,3,3,4,8,2,0,1,1,0,0
sid832,2,2,2,0,0,0,3,0,2,1,0,4,0,0,0,0,0,0,4,1,2,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0
sid833,18,6,16,4,9,22,24,1,3,19,1,23,14,1,6,2,4,0,9,2,8,1,0,19,2,14,2,5,7,1,0,7,3,1,2,4,5,2,5,3,3,4,6,0,0,0,2,0,1,1,3,6,0,2,3,0,0,0,0,6,0
sid834,72,51,71,21,34,81,66,4,10,37,9,61,44,1,11,8,11,0,17,1,9,5,1,34,8,19,7,26,20,5,7,11,6,12,5,9,23,6,7,10,4,1,1,1,0,0,13,3,2,9,3,0,0,3,9,1,0,1,0,0,0
sid835,7,4,19,6,11,28,14,0,4,5,0,8,2,1,1,0,1,0,6,0,2,1,0,3,0,2,2,3,11,1,2,2,1,0,1,4,5,2,0,3,6,0,0,0,0,0,3,1,1,1,1,0,0,0,0,0,0,0,0,0,0
sid836,121,82,185,44,93,184,162,14,34,91,31,148,78,14,20,12,23,3,65,4,67,19,36,62,11,44,19,37,51,28,20,20,5,3,16,35,35,17,7,16,7,12,20,19,17,7,26,10,3,21,18,1,1,14,15,3,0,2,1,0,0
sid837,84,46,112,28,79,194,102,0,39,93,5,100,73,13,9,9,19,16,27,5,87,29,23,51,11,35,9,50,72,22,22,29,5,9,19,24,20,26,2,18,15,13,12,10,2,39,7,5,2,13,38,2,0,1,2,0,1,7,0,2,0
sid838,10,7,12,3,6,18,14,0,4,9,2,6,4,2,2,0,2,0,2,0,0,0,2,3,0,1,1,7,5,0,2,3,2,0,2,5,1,0,1,0,1,0,2,2,0,0,3,1,0,2,0,0,0,0,0,0,0,0,0,0,0
sid839,73,47,92,23,56,123,74,10,14,94,12,116,80,9,11,6,22,23,35,11,32,6,37,40,3,20,12,31,43,13,11,16,13,27,9,19,15,7,4,10,9,6,4,4,4,17,13,3,0,7,16,0,0,11,4,4,1,6,0,0,0
sid840,7,4,5,1,0,9,9,0,0,1,0,8,5,0,3,2,3,0,3,1,0,0,0,5,2,1,1,6,3,0,1,0,2,0,0,1,2,0,1,0,1,0,1,1,1,0,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0
sid841,46,23,35,8,27,43,42,4,3,16,10,24,12,1,21,16,13,4,11,1,12,6,4,11,2,5,2,11,4,2,5,3,4,0,3,3,9,1,0,2,2,2,2,2,1,1,0,0,0,2,2,0,0,7,3,1,1,0,0,0,0
sid842,11,7,12,4,9,23,11,0,5,8,2,9,5,0,2,1,1,3,4,3,5,1,0,5,0,2,2,4,10,0,1,3,0,0,1,1,0,0,2,1,1,0,0,0,0,1,4,0,1,1,4,0,0,0,0,3,0,0,0,0,0
sid843,148,94,142,35,139,283,139,10,25,134,29,145,108,5,28,20,22,14,36,20,25,6,30,41,15,15,16,70,63,15,15,26,9,24,12,77,36,11,33,16,8,5,14,8,6,5,19,6,13,9,13,6,4,6,8,2,0,1,2,2,0
sid844,140,78,134,26,57,167,137,15,30,97,16,162,106,68,30,24,34,10,55,19,21,12,6,59,12,27,12,52,50,20,20,32,19,10,4,50,33,33,9,17,15,5,12,12,10,22,23,14,4,7,3,0,0,11,4,7,6,2,0,0,0
sid845,184,96,231,47,92,254,197,14,34,110,38,153,88,10,52,34,63,10,63,19,74,22,52,63,15,39,23,55,109,29,38,36,7,12,15,38,52,20,3,11,10,24,11,11,15,15,26,4,12,24,32,0,0,13,6,2,0,6,0,0,0
sid846,19,12,25,4,16,47,42,0,8,12,6,17,10,3,4,3,7,0,7,1,12,5,0,11,1,4,2,8,22,2,1,3,6,0,6,3,11,4,0,1,2,4,9,0,2,1,4,0,0,4,3,9,0,4,5,0,0,0,0,9,0
sid847,78,53,112,23,76,198,95,9,23,90,21,96,70,7,15,10,23,19,26,15,56,13,37,34,7,14,14,58,71,13,4,11,13,10,2,28,16,19,3,9,4,7,8,8,6,10,27,3,4,14,25,0,0,3,0,0,0,4,0,0,0
sid848,89,53,76,20,72,174,73,0,11,86,3,60,26,3,8,7,10,29,34,1,28,12,30,42,6,29,24,49,55,7,18,29,7,0,14,8,11,1,1,5,25,7,7,7,6,26,27,4,22,5,8,0,0,3,0,0,0,3,0,0,0
sid849,18,15,33,9,17,30,13,3,6,7,9,24,16,2,1,0,1,1,8,3,7,2,1,18,1,6,2,8,5,4,2,3,11,1,0,3,2,1,2,5,4,0,0,0,1,3,1,0,1,3,3,0,0,0,0,0,0,0,0,0,0
sid850,155,95,180,52,112,250,161,14,38,99,34,134,101,93,24,13,28,8,33,3,44,16,38,50,9,28,21,70,64,14,42,36,14,8,22,28,41,20,10,15,18,4,16,16,8,22,19,2,1,18,20,0,0,3,10,1,2,4,0,0,0
sid851,0,0,4,0,0,3,4,1,1,2,0,4,1,0,0,0,0,0,3,1,1,1,0,1,1,0,0,3,0,0,0,0,0,0,0,1,1,1,0,1,2,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0
sid852,34,22,56,11,44,87,50,6,4,33,12,35,25,15,5,3,8,4,10,4,5,2,15,6,0,4,8,21,20,11,10,7,2,0,4,13,22,8,3,6,2,2,4,4,3,1,7,3,2,1,1,0,0,1,4,1,1,2,0,0,0
sid853,92,45,110,36,28,100,88,3,21,61,16,66,42,8,25,15,20,2,24,17,32,11,20,24,1,19,7,33,43,20,8,23,4,0,9,12,15,12,2,9,0,11,8,7,4,4,10,5,1,1,9,1,1,3,7,0,0,4,1,0,0
sid854,52,30,79,20,50,126,56,2,12,22,8,66,33,3,11,4,17,2,33,3,10,3,2,7,1,3,8,29,46,8,0,12,3,4,4,19,10,9,0,8,18,3,3,3,3,2,16,5,0,8,4,0,0,5,0,0,0,1,1,0,0
sid855,47,38,45,12,31,71,29,0,0,22,2,33,24,0,3,1,4,2,9,2,13,6,10,16,2,9,10,17,19,5,24,6,5,0,1,2,12,1,0,8,0,1,6,6,0,2,7,1,1,5,4,0,0,5,2,0,0,0,0,0,0
sid856,66,36,98,26,49,106,81,11,15,23,13,58,34,6,16,13,15,5,24,3,26,9,1,18,4,10,4,16,40,10,7,15,3,4,4,17,14,8,3,12,6,6,10,9,8,1,18,7,2,12,11,1,0,12,1,1,1,3,0,1,0
sid857,21,16,32,10,21,56,23,2,4,27,3,38,15,1,1,1,4,4,22,2,14,4,8,20,3,14,9,22,14,2,5,4,1,8,5,7,7,5,3,4,12,2,0,0,1,6,5,3,11,1,4,0,0,7,0,2,1,1,0,0,0
sid858,97,58,87,16,60,170,95,2,21,69,17,73,53,2,29,25,19,13,20,4,44,14,26,16,6,8,8,39,63,12,5,10,2,0,12,15,17,7,1,6,9,15,2,1,1,28,14,3,5,7,15,1,1,5,7,0,0,0,0,0,0
sid859,155,91,169,50,65,193,130,7,15,95,18,102,58,1,35,18,24,8,43,12,52,15,19,43,9,33,27,64,66,8,10,40,1,1,9,73,29,4,1,20,17,21,12,12,3,12,26,16,11,16,15,0,0,3,2,0,0,1,1,0,0
sid860,16,12,48,18,24,48,25,2,5,17,7,34,23,3,4,3,1,2,11,1,9,2,4,3,1,1,2,10,14,7,3,1,1,0,1,16,6,10,2,6,3,0,1,1,1,3,8,2,1,7,7,0,0,5,0,0,0,0,0,0,0
sid861,6,4,12,5,8,20,5,0,0,9,1,12,8,0,0,0,1,1,4,0,11,1,0,7,0,5,0,5,8,1,0,2,2,0,2,2,2,0,0,2,3,0,0,0,0,1,1,1,3,2,2,0,0,1,0,0,0,1,0,0,0
sid862,26,12,24,7,10,39,29,0,4,6,1,17,12,0,7,4,6,0,5,1,10,3,1,6,0,3,6,13,16,2,3,8,3,0,1,1,5,4,0,0,1,6,3,3,1,12,11,0,1,2,1,0,0,0,2,0,0,0,1,0,0
sid863,76,50,85,20,62,188,63,6,11,54,17,78,61,4,13,7,15,30,17,3,58,15,0,25,3,13,24,39,87,8,29,14,3,4,6,6,14,3,3,3,4,11,4,1,2,47,11,1,1,6,32,3,0,1,0,6,0,4,0,3,0
sid864,172,99,180,48,109,267,153,10,28,82,28,119,92,23,34,20,44,8,26,7,87,28,12,66,8,45,15,73,92,24,15,43,22,2,14,23,36,14,4,13,6,25,7,7,6,18,25,10,3,26,36,0,0,6,9,4,1,11,0,0,0
sid865,298,196,351,62,214,435,297,30,56,218,57,217,164,7,55,41,80,51,53,14,141,44,34,109,6,78,46,125,102,38,42,48,23,45,31,50,59,2,6,22,21,50,19,19,24,28,61,22,10,30,45,0,0,9,13,3,5,20,0,0,0
sid866,48,36,38,3,25,78,66,0,13,41,5,61,41,1,6,4,10,2,20,4,23,12,8,18,7,5,11,29,23,1,16,6,2,2,22,23,10,2,2,2,7,6,8,2,0,6,7,2,2,5,2,6,1,3,0,4,0,1,0,5,0
sid867,6,4,8,0,0,4,4,0,3,3,1,5,1,1,0,0,0,0,4,1,0,0,0,6,0,0,0,3,1,0,0,2,6,0,0,0,0,0,0,5,3,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
sid868,16,14,35,3,19,45,30,4,3,8,8,19,11,1,4,1,4,2,8,0,7,3,0,11,3,7,3,9,16,1,1,0,1,1,8,4,6,4,0,1,5,3,2,2,3,7,4,0,0,12,1,0,0,1,1,0,0,2,0,0,0
sid869,164,104,165,30,103,369,177,12,42,113,11,152,87,22,31,23,37,21,65,17,50,24,16,86,9,59,30,95,180,17,23,29,18,8,22,45,25,15,4,24,34,12,17,7,4,23,38,8,26,16,12,10,1,13,3,4,1,14,1,9,0
sid870,162,107,165,29,73,325,128,14,16,188,26,128,84,3,20,9,25,73,44,15,116,34,46,70,2,48,37,67,187,27,37,38,19,0,3,8,35,1,2,9,7,27,13,13,2,18,28,3,0,10,46,0,0,6,7,1,0,5,0,0,0
sid871,4,3,3,1,0,1,4,0,0,3,1,4,3,0,1,1,0,2,1,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,2,0,1,0,1,1,0,0,0,0,0,2,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0
sid872,57,38,65,14,36,102,79,2,13,21,7,60,42,1,10,4,13,2,17,2,33,9,0,40,7,31,8,23,43,9,19,10,2,11,4,9,19,4,5,9,3,12,6,6,3,17,27,6,1,6,7,0,0,6,4,12,12,2,0,0,0
sid873,78,40,77,26,19,61,48,1,4,56,1,50,37,2,19,15,19,3,13,9,27,7,16,25,3,14,6,22,23,4,6,21,3,0,5,31,8,0,1,11,3,11,6,5,0,9,6,4,0,7,9,1,0,0,0,6,0,4,0,1,0
sid874,121,73,111,39,34,153,100,4,11,51,11,57,42,22,25,17,26,2,15,6,40,12,15,36,1,15,21,43,74,11,23,29,20,5,21,10,18,4,1,8,4,11,12,11,3,4,10,2,4,4,16,1,0,1,5,0,0,3,3,1,0
sid875,39,19,43,13,31,79,54,2,12,16,4,45,33,8,8,4,7,1,12,2,33,16,0,24,0,19,4,22,23,3,2,14,2,3,4,5,21,1,5,2,5,8,3,1,2,15,4,3,0,7,10,2,0,4,3,5,0,1,0,2,0
