,X1,X2,Nation,language_family
1444,-23.530346,-14.806401,Czechoslovak,Slavic
1445,1.6885055,4.1400666,Italian,Italic
1446,24.438158,1.5819608,Czechoslovak,Slavic
1447,32.08948,-6.5114484,Slavic,Slavic
1448,-21.777775,31.685188,Dutch,Germanic
1449,3.873366,36.823856,Nordic,Germanic
1450,-11.826216,-23.922163,Japanese,East_Asia
1451,5.6058254,-33.467712,Scandinavian,Germanic
1452,9.977837,13.516811,Philippine,Austronesian
1453,24.605452,13.259877,Danish,Germanic
1454,34.69683,7.8261814,Irish,Celtic
1455,-2.3682063,-5.1494346,Greek,Hellenic
1456,15.785828,-3.2218404,Tanzanian,Bantu
1457,-11.069918,12.370471,Portuguese,Italic
1458,-8.244581,2.7839503,German,Germanic
1459,11.59827,-1.0037814,French,Italic
1460,-17.95873,-0.4441389,Brazilian,Italic
1461,4.304933,-8.682141,French,Italic
1462,-4.7408786,-16.933872,Scandinavian,Germanic
1463,6.5552754,-26.445974,Czechoslovak,Slavic
1464,18.965681,-1.3262721,Tanzanian,Bantu
1465,2.9688323,-33.095802,Celtic,Celtic
1466,-30.771898,1.3348691,Icelandic,Germanic
1467,29.301046,-7.1139884,Bulgarian,Slavic
1468,-12.247005,-17.155142,Spanish,Italic
1469,11.438794,15.33959,Arabic,Semitic
1470,30.117758,-10.284246,Swedish,Germanic
1471,16.355293,13.172214,Nordic,Germanic
1472,19.610369,5.303962,Dutch,Germanic
1473,4.9039006,-14.401772,Greek,Hellenic
1474,-8.790001,27.820736,North_American_Native,Native_American
1475,16.142197,-26.359612,Slavic,Slavic
1476,0.11892515,6.277994,Scottish,Celtic
1477,31.933632,-6.866874,Scottish,Celtic
1478,-22.485378,-7.96009,Italian,Italic
1479,14.981146,-6.143347,Portuguese,Italic
1480,-6.9140797,-5.2174554,Greek,Hellenic
1481,24.562952,-29.582716,Russian,Slavic
1482,4.803386,-13.460896,French,Italic
1483,-18.534485,-15.546376,Romanian,Italic
1484,10.3194895,12.991876,Indian,Hindustani
1485,-10.934951,-11.768139,English,Germanic
1486,2.1946287,11.986397,Polish,Slavic
1487,-35.37369,14.789672,Indian,Hindustani
1488,-6.2570443,20.042341,Nigerian,Chadic
1489,19.182077,12.802541,Scandinavian,Germanic
1490,17.614254,-24.829294,German,Germanic
1491,33.634583,5.928725,English,Germanic
1492,13.905474,9.419663,Portuguese,Italic
1493,-13.389856,-13.323074,Portuguese,Italic
1494,6.957476,-3.9031277,North_American_Native,Native_American
1495,2.369793,-4.889382,Greek,Hellenic
1496,21.08204,-20.800268,German,Germanic
1497,-3.1090498,-28.110046,English,Germanic
1498,36.82334,-1.152739,Scandinavian,Germanic
1499,7.519787,-5.932867,French,Italic
1500,16.61757,5.503985,Philippine,Austronesian
1501,24.134129,-16.952055,German,Germanic
1502,-1.60276,16.240864,Chinese,East_Asia
1503,23.034262,16.653105,Danish,Germanic
1504,-29.28698,10.648904,Arabic,Semitic
1505,-8.5450535,18.732609,North_American_Native,Native_American
1506,6.8036366,-25.694939,North_American_Native,Native_American
1507,-5.752056,-37.865707,North_American_Native,Native_American
1508,-10.128678,31.29548,North_American_Native,Native_American
1509,-10.494291,-19.231728,French,Italic
1510,-30.627333,4.4782085,Pakistani,Hindustani
1511,-12.883885,23.239353,Australian_Ethnic,Austronesian
1512,-7.4174104,24.16319,North_American_Native,Native_American
1513,1.266488,-11.334555,Greek,Hellenic
1514,-27.869246,16.77592,Korean,East_Asia
1515,22.633041,-30.185795,French,Italic
1516,21.725798,-11.001682,Russian,Slavic
1517,17.616116,15.009481,Nordic,Germanic
1518,3.2801795,39.066795,Scandinavian,Germanic
1519,-38.3381,9.960373,Philippine,Austronesian
1520,18.409985,17.131533,Danish,Germanic
1521,-6.1911783,30.990578,Brazilian,Italic
1522,9.129437,-13.184132,North_American_Native,Native_American
1523,-8.472756,23.952328,North_American_Native,Native_American
1524,-25.651651,-12.289272,Scandinavian,Germanic
1525,36.519566,13.413004,Russian,Slavic
1526,16.08577,-28.081287,Russian,Slavic
1527,-2.6531825,-2.657243,Greek,Hellenic
1528,5.6490555,-10.911366,French,Italic
1529,-28.51155,-6.616599,Albanian,Albanian
1530,13.105799,34.5075,Celtic,Celtic
1531,-0.96256506,18.693316,Philippine,Austronesian
